date,MG,FL,OD,VS,SJ
2013-01-01 00:00:00,11348.625,12667.472,16689.092,12048.018,14334.619
2013-01-01 01:00:00,11348.625,12667.505,16689.092,12048.086,14334.791
2013-01-01 02:00:00,11348.625,12667.505,16689.092,12048.086,14335.612
2013-01-01 03:00:00,11348.625,12667.505,16689.203,12048.185,14337.962
2013-01-01 04:00:00,11348.625,12668.014,16689.389,12048.185,14338.417
2013-01-01 05:00:00,11348.625,12668.12,16689.695,12048.223,14339.745
2013-01-01 06:00:00,11348.625,12668.12,16689.72,12048.223,14339.745
2013-01-01 07:00:00,11348.625,12668.12,16689.852,12048.223,14339.745
2013-01-01 08:00:00,11348.625,12668.46,16689.852,12048.352,14339.804
2013-01-01 09:00:00,11348.625,12668.46,16689.89,12048.393,14341.806
2013-01-01 10:00:00,11348.838,12668.46,16690.326,12048.471,14343.404
2013-01-01 11:00:00,11348.976,12668.46,16690.62,12048.471,14343.669
2013-01-01 12:00:00,11348.976,12668.46,16691.16,12048.471,14344.028
2013-01-01 13:00:00,11348.976,12668.46,16692.328,12048.471,14344.548
2013-01-01 14:00:00,11348.976,12668.46,16692.875,12048.471,14344.548
2013-01-01 15:00:00,11348.976,12668.46,16692.875,12048.471,14344.548
2013-01-01 16:00:00,11348.976,12668.46,16693.156,12048.471,14344.865
2013-01-01 17:00:00,11349.382,12668.466,16693.156,12048.471,14346.92
2013-01-01 18:00:00,11349.39,12668.694,16693.156,12048.471,14347.282
2013-01-01 19:00:00,11349.39,12669.056,16693.156,12048.471,14347.282
2013-01-01 20:00:00,11349.39,12669.056,16693.156,12048.471,14347.44
2013-01-01 21:00:00,11349.39,12669.056,16693.156,12048.471,14348.204
2013-01-01 22:00:00,11349.39,12669.056,16693.156,12048.471,14348.45
2013-01-01 23:00:00,11349.39,12669.056,16693.156,12048.471,14348.491
2013-01-02 00:00:00,11352.315,12674.954,16693.723,12049.174,14350.648
2013-01-02 01:00:00,11350.373,12670.004,16693.723,12048.471,14349.929
2013-01-02 02:00:00,11351.157,12671.538,16693.723,12048.471,14349.929
2013-01-02 03:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 04:00:00,11350.266,12669.207,16693.723,12048.471,14349.929
2013-01-02 05:00:00,11349.39,12669.056,16693.156,12048.471,14348.728
2013-01-02 06:00:00,11349.39,12669.056,16693.156,12048.471,14349.607
2013-01-02 07:00:00,11349.39,12669.056,16693.156,12048.471,14349.607
2013-01-02 08:00:00,11349.39,12669.056,16693.156,12048.471,14349.607
2013-01-02 09:00:00,11349.39,12669.056,16693.156,12048.471,14349.751
2013-01-02 10:00:00,11349.637,12669.056,16693.406,12048.471,14349.929
2013-01-02 11:00:00,11349.818,12669.056,16693.723,12048.471,14349.929
2013-01-02 12:00:00,11349.975,12669.056,16693.723,12048.471,14349.929
2013-01-02 13:00:00,11350.218,12669.056,16693.723,12048.471,14349.929
2013-01-02 14:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 15:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 16:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 17:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 18:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 19:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 20:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 21:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 22:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-02 23:00:00,11350.266,12669.056,16693.723,12048.471,14349.929
2013-01-03 00:00:00,11358.106,12688.526,16700.342,12059.578,14359.492
2013-01-03 01:00:00,11358.106,12688.569,16700.352,12060.036,14360.395
2013-01-03 02:00:00,11357.942,12688.526,16699.777,12058.084,14359.346
2013-01-03 03:00:00,11358.106,12688.526,16700.17,12058.591,14359.373
2013-01-03 04:00:00,11356.742,12684.91,16697.842,12056.997,14356.222
2013-01-03 05:00:00,11357.551,12687.601,16699.459,12057.917,14357.635
2013-01-03 06:00:00,11354.832,12679.57,16695.521,12053.038,14351.886
2013-01-03 07:00:00,11355.906,12682.242,16696.17,12055.11,14353.714
2013-01-03 08:00:00,11353.522,12677.293,16694.479,12051.456,14351.134
2013-01-03 09:00:00,11359.298,12690.356,16703.89,12061.137,14361.872
2013-01-03 10:00:00,11360.801,12690.567,16706.47,12061.913,14361.954
2013-01-03 11:00:00,11361.726,12691.312,16708.2,12062.037,14362.934
2013-01-03 12:00:00,11362.296,12692.973,16711.115,12062.877,14363.679
2013-01-03 13:00:00,11363.015,12694.057,16713.197,12063.61,14364.324
2013-01-03 14:00:00,11364.356,12694.898,16714.805,12064.567,14364.562
2013-01-03 15:00:00,11365.645,12696.852,16715.037,12064.567,14366.475
2013-01-03 16:00:00,11365.676,12698.144,16716.11,12064.567,14366.475
2013-01-03 17:00:00,11365.813,12698.81,16716.96,12064.734,14366.475
2013-01-03 18:00:00,11366.31,12699.201,16717.762,12065.499,14366.475
2013-01-03 19:00:00,11367.021,12699.201,16718.264,12065.549,14366.475
2013-01-03 20:00:00,11367.323,12699.295,16718.932,12065.549,14366.475
2013-01-03 21:00:00,11367.383,12699.295,16719.678,12065.549,14366.566
2013-01-03 22:00:00,11367.408,12699.333,16719.934,12065.549,14366.799
2013-01-03 23:00:00,11367.464,12699.348,16719.982,12065.549,14366.974
2013-01-04 00:00:00,11367.464,12699.348,16719.982,12065.549,14367.005
2013-01-04 01:00:00,11367.563,12699.48,16720.256,12065.866,14367.877
2013-01-04 02:00:00,11367.655,12699.626,16721.777,12065.933,14368.101
2013-01-04 03:00:00,11368.515,12699.837,16723.684,12066.418,14368.945
2013-01-04 04:00:00,11369.302,12700.087,16727.121,12067.687,14369.847
2013-01-04 05:00:00,11370.07,12700.605,16731.275,12068.625,14371.155
2013-01-04 06:00:00,11370.764,12702.387,16737.568,12070.77,14372.951
2013-01-04 07:00:00,11372.603,12702.695,16741.441,12072.325,14373.989
2013-01-04 08:00:00,11373.044,12702.695,16741.615,12072.468,14374.588
2013-01-04 09:00:00,11373.156,12702.695,16741.615,12072.468,14374.849
2013-01-04 10:00:00,11373.156,12702.695,16741.615,12072.468,14375.467
2013-01-04 11:00:00,11373.156,12702.695,16741.615,12072.553,14376.915
2013-01-04 12:00:00,11373.156,12702.695,16741.615,12072.553,14378.021
2013-01-04 13:00:00,11373.156,12702.695,16741.615,12072.553,14379.181
2013-01-04 14:00:00,11373.156,12702.695,16741.615,12072.553,14379.181
2013-01-04 15:00:00,11373.156,12702.695,16741.615,12072.553,14379.181
2013-01-04 16:00:00,11373.156,12702.695,16741.615,12072.553,14379.181
